# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AA13_FUP_PE.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AS18_FUP_PE.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0	21.0	24.0	27.0	30.0	33.0	36.0	39.0	42.0				0.0
PF3D7_0201900	0.16666666666666666	0.13333333333333333	0.10989010989010989	0.14102564102564102	0.13636363636363635	0.09090909090909091	0.2	0.19444444444444445	0.25	0.19047619047619047	0.2	0.3	0.16666666666666666	0.0	0.0	0.3	0.0	0.0	39.0
PF3D7_1370300	0.008333333333333333	0.09523809523809523	0.18681318681318682	0.28205128205128205	0.3939393939393939	0.509090909090909	0.6222222222222222	0.75	0.8928571428571429	1.0	1.0	1.0	1.0	1.0	1.0	0.9916666666666667	0.008333333333333333	0.6016	0.0
PF3D7_0102200	0.1	0.09523809523809523	0.16483516483516483	0.19230769230769232	0.24242424242424243	0.2727272727272727	0.37777777777777777	0.5	0.4642857142857143	0.5714285714285714	0.6	0.9	1.0	1.0	1.0	0.9047619047619048	0.09523809523809523	0.6134	3.0
PF3D7_1149000	0.058333333333333334	0.05714285714285714	0.13186813186813187	0.1794871794871795	0.22727272727272727	0.2727272727272727	0.3333333333333333	0.4166666666666667	0.5357142857142857	0.5238095238095238	0.6666666666666666	0.7	1.0	1.0	1.0	0.9428571428571428	0.05714285714285714	0.6046	3.0
PF3D7_0935900	0.041666666666666664	0.09523809523809523	0.13186813186813187	0.20512820512820512	0.2727272727272727	0.34545454545454546	0.4222222222222222	0.5277777777777778	0.6785714285714286	0.9047619047619048	0.9333333333333333	0.9	1.0	1.0	1.0	0.9583333333333334	0.041666666666666664	0.6055	0.0
PF3D7_0501300	0.075	0.0761904761904762	0.16483516483516483	0.1794871794871795	0.25757575757575757	0.3090909090909091	0.4	0.5	0.6428571428571429	0.7142857142857143	0.9333333333333333	0.8	0.8333333333333334	0.6666666666666666	1.0	0.925	0.075	0.6018	0.0
PF3D7_1353200	0.058333333333333334	0.11428571428571428	0.17582417582417584	0.2564102564102564	0.3484848484848485	0.41818181818181815	0.5111111111111111	0.6388888888888888	0.8214285714285714	0.8571428571428571	0.7333333333333333	0.8	0.6666666666666666	0.0	0.0	0.8571428571428571	0.0	0.0	39.0
PF3D7_0936000	0.016666666666666666	0.06666666666666667	0.14285714285714285	0.21794871794871795	0.30303030303030304	0.4	0.5111111111111111	0.6388888888888888	0.8214285714285714	1.0	1.0	1.0	1.0	1.0	1.0	0.9833333333333333	0.016666666666666666	0.6079	0.0
PF3D7_0500800	0.10833333333333334	0.047619047619047616	0.054945054945054944	0.11538461538461539	0.18181818181818182	0.18181818181818182	0.26666666666666666	0.2777777777777778	0.35714285714285715	0.5238095238095238	0.7333333333333333	0.9	0.8333333333333334	1.0	1.0	0.9523809523809523	0.047619047619047616	0.6044	3.0
PF3D7_0202000	0.075	0.0761904761904762	0.2087912087912088	0.34615384615384615	0.5	0.6727272727272727	0.8222222222222222	0.8888888888888888	0.9285714285714286	1.0	1.0	1.0	1.0	1.0	1.0	0.925	0.075	0.6003	0.0
