# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AA13_3D7_PE.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AS15_3D7_PE.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0	21.0	24.0	27.0	30.0	33.0	36.0	39.0	42.0				0.0
PF3D7_0935900	0.125	0.17142857142857143	0.054945054945054944	0.21794871794871795	0.10606060606060606	0.23636363636363636	0.24444444444444444	0.3055555555555556	0.39285714285714285	0.5238095238095238	0.4666666666666667	0.7	0.5	1.0	1.0	0.945054945054945	0.054945054945054944	0.598	6.0
PF3D7_0501300	0.1	0.12380952380952381	0.18681318681318682	0.15384615384615385	0.22727272727272727	0.2727272727272727	0.3333333333333333	0.4166666666666667	0.5	0.47619047619047616	0.6	0.5	0.6666666666666666	0.6666666666666666	1.0	0.9	0.1	0.6087	0.0
PF3D7_0500800	0.058333333333333334	0.06666666666666667	0.08791208791208792	0.1282051282051282	0.15151515151515152	0.18181818181818182	0.17777777777777778	0.2222222222222222	0.21428571428571427	0.3333333333333333	0.3333333333333333	0.6	0.6666666666666666	0.6666666666666666	0.0	0.6666666666666666	0.0	0.0	42.0
PF3D7_1149000	0.03333333333333333	0.047619047619047616	0.054945054945054944	0.10256410256410256	0.12121212121212122	0.12727272727272726	0.15555555555555556	0.19444444444444445	0.25	0.23809523809523808	0.3333333333333333	0.4	0.6666666666666666	1.0	1.0	0.9666666666666667	0.03333333333333333	0.6001	0.0
PF3D7_1370300	0.03333333333333333	0.09523809523809523	0.18681318681318682	0.2692307692307692	0.3787878787878788	0.509090909090909	0.6444444444444445	0.75	0.8571428571428571	0.9047619047619048	0.9333333333333333	0.9	1.0	1.0	1.0	0.9666666666666667	0.03333333333333333	0.6062	0.0
PF3D7_0201900	0.14166666666666666	0.1619047619047619	0.16483516483516483	0.32051282051282054	0.4696969696969697	0.6181818181818182	0.8	0.8333333333333334	0.8928571428571429	0.8095238095238095	0.8666666666666667	0.7	0.8333333333333334	0.6666666666666666	0.0	0.8928571428571429	0.0	0.0	42.0
PF3D7_0202000	0.025	0.14285714285714285	0.2857142857142857	0.4358974358974359	0.5909090909090909	0.7272727272727273	0.8888888888888888	0.9722222222222222	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.975	0.025	0.6006	0.0
PF3D7_0936000	0.058333333333333334	0.06666666666666667	0.15384615384615385	0.23076923076923078	0.2878787878787879	0.4	0.5111111111111111	0.6388888888888888	0.75	0.8571428571428571	0.8	0.9	0.8333333333333334	1.0	1.0	0.9416666666666667	0.058333333333333334	0.6052	0.0
PF3D7_1353200	0.041666666666666664	0.09523809523809523	0.2087912087912088	0.24358974358974358	0.2878787878787879	0.36363636363636365	0.4666666666666667	0.5833333333333334	0.75	0.9047619047619048	0.8666666666666667	0.8	1.0	1.0	1.0	0.9583333333333334	0.041666666666666664	0.5999	0.0
PF3D7_0102200	0.05	0.12380952380952381	0.23076923076923078	0.358974358974359	0.4696969696969697	0.5272727272727272	0.6444444444444445	0.6944444444444444	0.75	0.8095238095238095	0.8	0.7	0.5	0.0	0.0	0.8095238095238095	0.0	0.0	39.0
