"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0311500","conserved Plasmodium protein, unknown function",-1.56631573894849,3.86623980614443,-7.93052088126469,2.30402584278045e-11,1.04464531711665e-07,15.6395392519911
"PF3D7_0102700","merozoite-associated tryptophan-rich antigen (MaTrA)",-0.853117891356773,2.34770655441344,-7.0248570640109,1.07562509871739e-09,1.74967910286552e-06,11.7697565563224
"PF3D7_1478000","Plasmodium exported protein (PHISTa), unknown function (GEXP17)",-1.31961483474071,1.60057231705634,-6.96475278474572,1.3856466083579e-09,1.74967910286552e-06,11.6491014061637
"PF3D7_0907000","conserved Plasmodium protein, unknown function",-2.1895515205084,2.3651983307692,-6.9391097226546,1.54360750142525e-09,1.74967910286552e-06,11.4197030667587
"PF3D7_1350300","conserved Plasmodium protein, unknown function",-1.24061925412244,5.03983055740296,-6.87874733654848,1.98973146441191e-09,1.80428849192872e-06,11.29587379043
"PF3D7_0921800","ribosome production factor 1, putative (RPF1)",-1.03347241080538,5.25196043934375,-6.76641411083604,3.18831452273616e-09,2.40930300768096e-06,10.8148785294569
"PF3D7_0506100","60S ribosomal subunit protein L24-2, putative",-1.37853444305437,5.12241742271775,-6.6421697639594,5.36221292246438e-09,3.47318191292193e-06,10.3149067174034
"PF3D7_1112000","conserved Plasmodium protein, unknown function",-2.52956327256022,1.85460296408553,-6.60570451917413,6.24396823195775e-09,3.53876899546205e-06,10.0355141005181
"PF3D7_1130100","60S ribosomal protein L38 (RPL38)",-1.78113199209714,6.81758527812858,-6.46514463061157,1.12105367085953e-08,5.64761927075236e-06,9.54517050957418
"PF3D7_1334700","MSP7-like protein (MSRP7)",-1.41339300695534,5.35079583683907,-6.34689822836344,1.83033484912677e-08,8.29873820594076e-06,8.98156545338076
"PF3D7_0504200","ATP-dependent helicase, putative",1.20027369060808,3.43043179268086,6.2399845752515,2.84606950488306e-08,1.16856859391991e-05,8.75925204573021
"PF3D7_0714500","transcription elongation factor s-II, putative",-1.0706170759361,6.39610745314034,-6.20052362314257,3.34815817309234e-08,1.16856859391991e-05,8.47973257358057
"PF3D7_0926200","conserved Plasmodium protein, unknown function",4.07026900504787,0.609973572801886,6.20035007327396,3.35054956351098e-08,1.16856859391991e-05,7.94056944453233
"PF3D7_1468300","leucine-rich repeat protein (LRR14.1)",-3.60967753588942,-0.371256592622573,-6.13187778194168,4.43897584315022e-08,1.35025529688181e-05,7.34901919784471
"PF3D7_0825500","protein KRI1, putative (KRI1)",-0.935906630246642,7.23752269392561,-6.13033821659228,4.46709957062797e-08,1.35025529688181e-05,8.07810764522563
"PF3D7_1038400","gametocyte-specific protein (Pf11-1)",1.09226980003224,3.98863896297105,6.09749541967829,5.1108676594316e-08,1.37170379612063e-05,8.13890450875022
"PF3D7_1201200","Plasmodium exported protein (PHISTa-like), unknown function",-1.55771500014687,5.57629758977988,-6.09595906008898,5.14313289237996e-08,1.37170379612063e-05,7.95960942092304
"PF3D7_1412300","nuclear transport factor 2, putative (NTF2)",-1.47522111600698,6.54038038512333,-6.05568455653917,6.06469107714744e-08,1.52762829687703e-05,7.85263828361466
"PF3D7_1103100","60S acidic ribosomal protein P1, putative (RPP1)",0.978751714762854,10.0255804105632,6.04005525576204,6.46476383085535e-08,1.54269680047885e-05,7.70819723085774
"PF3D7_1407200","conserved Plasmodium protein, unknown function",-1.01878957448996,4.46087675526953,-6.01200609223295,7.24927220449482e-08,1.64341000875897e-05,7.82090625877574
"PF3D7_1005000","methionine--tRNA ligase, putative (MRSapi)",-0.824238981741781,4.14600023899626,-5.99398652512572,7.80218477703238e-08,1.68452884662213e-05,7.80839292203878
