"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0317100","6-cysteine protein (B9)",1.02989125906286,4.33702010781086,6.02435393739117,6.89294535355344e-08,0.000233857174387614,7.81471543116358
"PF3D7_1107900","mechanosensitive ion channel protein",1.43991496059924,4.51264073093506,5.92538423632144,1.0315711265444e-07,0.000233857174387614,7.47436269591178
"PF3D7_1343400","DNA repair protein RAD5, putative (RAD5)",0.450009389410474,6.30607865201382,4.97271368710596,4.45132373538364e-06,0.00672743393874314,4.01842730909013
"PF3D7_0219100","conserved protein, unknown function",0.564504481716598,3.98310193779293,4.85986451602853,6.83614509044717e-06,0.00686975295514464,3.64785285515358
"PF3D7_1007800","conserved Plasmodium protein, unknown function",1.53101109572587,3.33524373898201,4.81338775364763,8.14731809723637e-06,0.00686975295514464,3.38667287899615
"PF3D7_1475700","tubulin epsilon chain, putative",1.47454162128609,3.11489074249472,4.75286702321722,1.02273690266834e-05,0.00686975295514464,3.09757136460737
"PF3D7_0907900","peptide deformylase (PDF)",-0.569433434359027,4.21622004821018,-4.64123623549078,1.55037842216501e-05,0.00686975295514464,2.82033397569094
"PF3D7_1309800","conserved Plasmodium protein, unknown function",-0.719501094405631,2.70556302922374,-4.63751947846887,1.57188111814107e-05,0.00686975295514464,2.84919140873374
"PF3D7_0406800","conserved Plasmodium protein, unknown function",-0.847327143602983,2.63533313555125,-4.62738268552482,1.63201185182606e-05,0.00686975295514464,2.85438766263237
"PF3D7_0622900","transcription factor with AP2 domain(s), putative (ApiAP2)",0.661553453490219,9.35813792940902,4.61553104797205,1.70515629210446e-05,0.00686975295514464,2.71924423455407
"PF3D7_1229100","multidrug resistance-associated protein 2 (MRP2)",0.611261560410457,10.8239105022683,4.59214203232459,1.85898053614877e-05,0.00686975295514464,2.68204806710316
"PF3D7_1144400","conserved Plasmodium protein, unknown function",1.67892411394456,3.42792791033323,4.58623400090312,1.8999229849782e-05,0.00686975295514464,2.61298480677028
"PF3D7_1359900","conserved Plasmodium membrane protein, unknown function",0.480230603600157,8.86742647065964,4.57644295262353,1.96971302198677e-05,0.00686975295514464,2.57542694909959
"PF3D7_1234700","CPW-WPC family protein",0.940244409620314,3.2526972954038,4.51441778978873,2.47335270820107e-05,0.00801012941355973,2.44636549550653
"PF3D7_1004100","hypothetical protein",1.55458074141671,2.81121819799333,4.47339263991899,2.87301793145842e-05,0.00868417553415497,2.10748364814151
"PF3D7_0111500","UMP-CMP kinase, putative",-0.495995654381116,4.79325339361136,-4.43546959567452,3.29775332004129e-05,0.00934500847066701,2.09185991175451
"PF3D7_1334500","MSP7-like protein (MSRP6)",-0.61826939965207,4.10254368520306,-4.40569827367743,3.67327609592408e-05,0.00979684342289399,1.99143155025136
"PF3D7_0517500","UTP--glucose-1-phosphate uridylyltransferase, putative",1.42609413478875,3.82814892372816,4.37694311082215,4.07515561767111e-05,0.0102648642058449,1.99758467204099
"PF3D7_0807700","serine protease DegP (DegP)",0.854894749517333,5.36881864186124,4.32696456862018,4.87717771982347e-05,0.011638486200884,1.80218510349556
"PF3D7_1306500","MORN repeat protein, putative",1.08156058407791,3.01307858907537,4.27959063638031,5.77716245930364e-05,0.0130968272952413,1.70533337699205
"PF3D7_1245600","kinesin, putative",1.47071731663391,1.94606645674089,4.22646219655031,6.97763724767424e-05,0.0150650510861691,1.27042349045196
"PF3D7_0513800","ras-related protein Rab-1A (RAB1a)",-0.559797049390313,3.6329937548562,-4.2079100613417,7.45104936565679e-05,0.0153559353744945,1.34750339976525
"PF3D7_0819200","perforin-like protein 5 (PLP5)",1.08389482412928,3.97785183942114,4.17080718220455,8.49259600954783e-05,0.0164615412421265,1.35061243020706
"PF3D7_1350600","conserved Plasmodium protein, unknown function",1.70721839135909,0.887211694420143,4.16350042305473,8.71365217933474e-05,0.0164615412421265,0.156469644254024
"PF3D7_0304600","circumsporozoite (CS) protein (CSP)",-0.871832341071456,2.44521217444122,-4.14568439179152,9.27616712684526e-05,0.0165725361888333,1.26725879142436
"PF3D7_1423500","conserved Plasmodium protein, unknown function",1.02133324610511,4.09547502045459,4.13529140713275,9.62031562380435e-05,0.0165725361888333,1.24525087557618
"PF3D7_0525600","RNA methyltransferase, putative",-0.510109256778803,2.9621331774948,-4.12800338456563,9.86895626595717e-05,0.0165725361888333,1.17925390903668
"PF3D7_0532500","Plasmodium exported protein, unknown function",0.961279466244633,1.35620171470393,4.07915129239252,0.000117028034700068,0.0181952180346701,1.07265493557812
"PF3D7_0522900","zinc finger protein, putative",1.14303487335509,3.96713716564958,4.07148586565519,0.000120188314283417,0.0181952180346701,1.04858410181521
"PF3D7_0110700","chromatin assembly factor 1 protein WD40 domain, putative",-0.552618147330139,6.07875046164813,-4.07051444249234,0.000120594627990678,0.0181952180346701,0.872670977751716
"PF3D7_1427100","lipase, putative",0.65236504125368,9.36961925001613,4.06155509890743,0.000124404887312477,0.0181952180346701,0.851744061767518
"PF3D7_1412200","conserved Plasmodium protein, unknown function",0.658716854966387,4.96452208847088,4.04935711722031,0.000129779188739381,0.0183880888045111,0.935908106729722
"PF3D7_0516300","tRNA pseudouridine synthase, putative",0.577524018286319,7.19330234946012,4.01861547803795,0.000144332925498123,0.0187906075652745,0.706402986599687
"PF3D7_1445600","RNA-binding protein, putative",0.517745200140531,8.41823740826576,4.01678654509258,0.00014524652890462,0.0187906075652745,0.69822713713534
"PF3D7_1478600","EMP1-trafficking protein (PTP3)",0.810488022418316,8.9968959766974,4.01366501368424,0.00014681867983145,0.0187906075652745,0.719108028980503
"PF3D7_0305300","conserved Plasmodium membrane protein, unknown function",0.514046722224295,8.25979920823915,4.00900222592868,0.000149197589843379,0.0187906075652745,0.671771067921163
"PF3D7_0517600","F-actin-capping protein subunit beta, putative (CPbeta)",1.19892180490552,2.50163641523744,3.96328715691991,0.000174569990062345,0.0207009959874193,0.549904816740907
"PF3D7_1325800","conserved Plasmodium protein, unknown function",0.636473558282335,5.09628969064719,3.95955029652478,0.000176817987446802,0.0207009959874193,0.520996013363867
"PF3D7_1027900","palmitoyltransferase, putative (DHHC10)",0.940114130321137,2.85960607338169,3.95749985140337,0.000178063264999858,0.0207009959874193,0.654426486106942
"PF3D7_1454300","serine/threonine protein kinase KIN (KIN)",1.30368147501937,3.67393001633251,3.93641260677522,0.000191368283662147,0.0211895589380573,0.62998093565235
"PF3D7_0218000","replication factor C subunit 2, putative (RFC2)",-0.690781658603405,3.64323808839909,-3.93603856688577,0.000191612685588961,0.0211895589380573,0.479254400540809
"PF3D7_1226700","U3 small nucleolar RNA-interacting protein 2, putative (RRP9)",0.372524388344022,6.93347508433324,3.91574522529708,0.000205330945907704,0.0215732234145402,0.392587205146939
"PF3D7_1447800","calponin homology domain-containing protein, putative",0.585262369863102,6.76496953244242,3.91147636788892,0.000208334273984517,0.0215732234145402,0.361781109069882
"PF3D7_0909700","FHA domain protein, putative",0.4544410815605,7.5518183103902,3.91003702186341,0.000209356380732195,0.0215732234145402,0.373141618541938
"PF3D7_1442400","conserved Plasmodium protein, unknown function",0.668435645113394,6.93136751329404,3.89709796581685,0.000218763116042996,0.0216835118775385,0.317989891947258
"PF3D7_1320800","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex",-0.65678808421583,3.83460006776591,-3.8886970297536,0.000225086152518333,0.0216835118775385,0.326039714635557
"PF3D7_1038400","gametocyte-specific protein (Pf11-1)",0.592299669205959,3.98863896297105,3.87721572263088,0.000234011510001291,0.0216835118775385,0.349705362907092
"PF3D7_1340300","nucleolar complex protein 2, putative",0.442304878826474,8.19299506234257,3.87358381770211,0.000236904805791951,0.0216835118775385,0.243825649580261
"PF3D7_0705500","inositol-phosphate phosphatase, putative",0.460687756150504,10.5767088071368,3.87250500870264,0.000237770802345098,0.0216835118775385,0.279666987154967
"PF3D7_1012100","conserved Plasmodium protein, unknown function",-0.476866216566476,3.4497755779031,-3.86505467189687,0.000243834768610398,0.0216835118775385,0.299590020971467
"PF3D7_1349300","tyrosine kinase-like protein (TKL3)",0.456124610907674,6.74258253702496,3.86497107794368,0.000243903640439891,0.0216835118775385,0.253902701884773
"PF3D7_0703800","conserved Plasmodium protein, unknown function",1.09635665055464,3.40602046260042,3.84590143720778,0.000260111389725193,0.0226797123271928,0.344474505268955
"PF3D7_0801900","conserved Plasmodium protein, unknown function",0.646190561187893,7.97632778495346,3.82006101089621,0.00028372601961437,0.0242719579798406,0.076527805591927
"PF3D7_0729600.1",NA,-0.613560741368222,2.21313339907824,-3.8066692899537,0.000296757813762695,0.024916665325927,0.22274952427963
"PF3D7_1242500","conserved protein, unknown function",-0.606548287246669,1.88287806483804,-3.78234627009659,0.00032190471063899,0.0265366537824942,0.142158775952266
"PF3D7_0505000","conserved Plasmodium membrane protein, unknown function",0.393929496037614,7.93376355378559,3.7728476468942,0.000332267734195952,0.0267758628184823,-0.0731515236096403
"PF3D7_0319700","ABC transporter I family member 1, putative (ABCI3)",0.492649486926116,8.76084524796657,3.76866779915618,0.000336928276221877,0.0267758628184823,-0.0754141328115967
"PF3D7_1205600","conserved Plasmodium protein, unknown function",-0.608810287165088,6.52960735845858,-3.76067849675635,0.000346010702507039,0.0267758628184823,-0.0871257453282706
"PF3D7_0514700","conserved Plasmodium protein, unknown function",1.11804657907848,1.06778828177768,3.75858525240469,0.000348428739808217,0.0267758628184823,-0.112927080214306
"PF3D7_1355700","NLI interacting factor-like phosphatase, putative (NIF3)",0.460714570326408,8.17368377620807,3.74993831754022,0.000358589468116671,0.0270974108073498,-0.145089210547442
"PF3D7_1314300","conserved Plasmodium protein, unknown function",-0.486511079730583,2.91658728751342,-3.73856642945509,0.000372383542623106,0.0276784751189043,-0.00413974573085962
"PF3D7_0817300","asparagine-rich antigen",0.56561180119408,7.97387620837785,3.7038283581227,0.000417726835005666,0.0305479591921886,-0.243215436133899
"PF3D7_1208800","zinc finger protein, putative",0.403121203805135,7.57900193339966,3.68859351586382,0.000439232255365206,0.0312409033688022,-0.32356570230861
"PF3D7_0214800","conserved Plasmodium membrane protein, unknown function",0.372702267966152,7.82893830193711,3.68738461345048,0.0004409831970894,0.0312409033688022,-0.338986450673985
"PF3D7_1404800","conserved Plasmodium protein, unknown function",0.603759660249012,9.48082038268399,3.65394183466636,0.000492143651293154,0.033751831823108,-0.430387582925827
"PF3D7_0516700","ubiquitin carboxyl-terminal hydrolase 2, putative",0.329835946676507,8.978585632853,3.65284993670354,0.000493905786229141,0.033751831823108,-0.42851529088495
"PF3D7_0215500","conserved Plasmodium protein, unknown function",0.351490591563812,6.62408867753009,3.6498618111423,0.000498758873433664,0.033751831823108,-0.420937059162721
"PF3D7_0924000","patatin-like phospholipase, putative",0.360847296789126,7.90266971582896,3.62884381551371,0.000534199774780254,0.0351039561030811,-0.515295646092327
"PF3D7_0411000","conserved Plasmodium protein, unknown function",0.583009194202236,8.57026713529978,3.62882973660699,0.000534224298877944,0.0351039561030811,-0.514161985527497
"PF3D7_1431000","mitochondrial ribosomal protein L17-2 precursor, putative",-0.623224699433838,2.66455845069179,-3.6241710120923,0.000542398437871989,0.03513192167588,-0.391917283484595
"PF3D7_0220400","DnaJ protein, putative, pseudogene",1.00387901288845,2.64063183828201,3.59285044929262,0.00060052129974203,0.0383487827187375,-0.457241512304481
"PF3D7_0218300","apicoplast RNA methyltransferase precursor, putative",-0.50400664542877,3.88185310067112,-3.58801813071476,0.000609999759794949,0.0384130404293097,-0.513206052277794
"PF3D7_1142100","conserved Plasmodium protein, unknown function",0.43319674599965,9.4119190200167,3.57501125138371,0.000636223752273581,0.0392171364573874,-0.660955355513538
"PF3D7_0213400","protein kinase 7 (PK7)",-0.60127933120254,3.19565984522484,-3.57314750816009,0.00064006795276724,0.0392171364573874,-0.5821646881769
"PF3D7_1430700","NADP-specific glutamate dehydrogenase (GDH2)",-0.584750523489802,3.10361858575359,-3.55207263286702,0.000685100887293461,0.041416632306514,-0.639759530472421
